"title","imdb_id","genres","overview","poster_path"
"Twister","117998","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.","/tKdDCkmb6obEhWEMLgGUUz5nDNs.jpg"
"Two Deaths","117999","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]","A tale of power, passion and obsession set in a politically torn Eastern European country.","/xCiAkpnjO01d4RzIFmQgoDOkX1V.jpg"
"Two If by Sea","118002","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.","/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg"
"Unforgettable","118040","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.","/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg"
"Up Close & Personal","118055","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...","/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg"
"The Van","118064","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Set in ""Barrytown"", a fictitious working-class quarter of Dublin. ""Bimbo"" Reeves gets laid off from his job. With his redundancy, he buys a van and sells fish and chips with his buddy Larry. Due to Ireland's surprising success at the 1990 FIFA World Cup, their business starts off well, but the relationship between the two friends soon becomes strained as Bimbo behaves more like a typical boss.","/ezSLtI2l3g7iB0YXzkceMytfrAN.jpg"
"A Very Brady Sequel","118073","[{'id': 35, 'name': 'Comedy'}]","A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.","/qzsNA9uYrnjeKDnuRNf5rUOCpOH.jpg"
"Thieves","118100","[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","In the middle of the night, someone brings Ivan's body home to his wife and his sad-faced, jug-eared son. Through flashbacks, the film discloses the relationships among Ivan and his brother Alex, a cop with a cleanliness fetish; siblings Juliette and Jimmy, Ivan's partners in a seedy nightclub; the love triangle of Alex, Juliette, and Marie, a professor of philosophy; and of Alex and his nephew, Ivan's dour, stoic son. Ivan's death changes every relationship.","/xP3ZftHUF5k004hNvWKk9iMn65K.jpg"
"Waiting for Guffman","118111","[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]","Corky St. Clair is a director, actor and dancer in Blaine, Missouri. When it comes time to celebrate Blaine's 150th anniversary, Corky resolves to bring down the house in Broadway style in this hilarious mockumentary from the people who brought you ""This is Spinal Tap!""","/4rjbIRSS5DZAmyMzCgKnsC89LOB.jpg"
"Walking and Talking","118113","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".","/wUMMnbcqrNP1jIf64kDcJ6NtDJj.jpg"
"When We Were Kings","118147","[{'id': 99, 'name': 'Documentary'}]","It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.","/wAw3KIEuQGIwhCBWtvWFQRItz0d.jpg"
"Where's Marlowe?","118150","[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy"". Cheating husbands and missing dogs fail to bring in the big bucks however, and after sleeping with the wife of one of their clients Murphy leaves. To stop Boone from having to close down the business the two film-makers must resort to a hands-on approach in the investigations to ensure the completion of their movie.","/l4jVox6cJmcD5AbTAjZljyq8ZlS.jpg"
"White Squall","118158","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.","/3a5nomeyzJF4gG26HouCtce99ki.jpg"
"The Whole Wide World","118163","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Based on her acclaimed autobiographical book, THE WHOLE WIDE WORLD tells the story of Novalyne Price, an attractive feisty West Texas schoolteacher and her bittersweet, romantic and turbulent relationship with Robert E. Howard, the great pulp fiction writer of the 1930's.","/a3fZ51F61TJmRyg6NFeX1l2RPEb.jpg"
"The Wind in the Willows","118172","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","Jailed for his reckless driving, rambunctious Mr. Toad has to escape from prison when his beloved Toad Hall comes under threat from the wily weasels, who plan to build a dog food factory on the very meadow sold to them by Toad himself. This fantastic roller-coaster ride of hilarious adventures was both written and directed by Terry Jones, who also plays the central role of Mr. Toad. Alongside three former Pythons are a gallery of well-known faces all bringing wit and wonder to a feast of colourful characters. An absolutely charming film to delight children and adults alike, The Wind in the Willows is a perfect updating of Kenneth Grahame’s well-loved children’s classic.","/nsOM52BsDeHzc0yI27bah2OWems.jpg"
"Wish Upon a Star","118178","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","Seventeen-year-old Alexia Wheaton hasn't been herself lately. Neighter has her 15-year-old sister Hayley. In fact they've been each other. Alexia becomes fashion-challenged Hayley and she in turn becomes styling Alexia and the complications come fast furious and funny.","/8aDmjicMs2dWqWc2N6R1Gk5ng9q.jpg"
"Black Death","1181791","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","As the plague decimates medieval Europe, rumors circulate of a village immune from the plague. There is talk of a necromancer who leads the village and is able to raise the dead. A fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. Their journey is filled with danger, but it's upon entering the village that their true horror begins.","/gXRERDpyT9s3m2yk6wNmrTWbZfG.jpg"
"Bunraku","1181795","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","In a world with no guns, a mysterious drifter, a bartender and a young samurai plot revenge against a ruthless leader and his army of thugs, headed by nine diverse and deadly assassins.","/85sDkrECwDoez5RByFT1I2d8I0j.jpg"
"Moon","1182345","[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]","With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.","/2tgl9q3ZaVQUfSsbftqhRxXCElB.jpg"
"You Will Meet a Tall Dark Stranger","1182350","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Two married couples find only trouble and heartache as their complicated lives unfold. After 40 years of marriage, Alfie leaves his wife to pursue what he thinks is happiness with a call girl. His wife, Helena, reeling from abandonment, decides to follow the advice of a psychic. Sally, the daughter of Alfie and Helena, is unhappy in her marriage and develops a crush on her boss, while her husband, Roy, falls for a woman engaged to be married.","/gbwJPEQZTSjjBAlv8DofNZVWiO.jpg"
"Ninja","1182921","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","A westerner named Casey, studying Ninjutsu in Japan, is asked by the Sensei to return to New York to protect the legendary Yoroi Bitsu, an armored chest that contains the weapons of the last Koga Ninja.","/nKHfHW1NP0ob33mu03tg0N0S2rj.jpg"
"Dead Man on Campus","118301","[{'id': 35, 'name': 'Comedy'}]","Josh Miller (Tom Everett Scott) is a studious and responsible pre-med student entering college as a freshman. His wild, hard-partying roommate Cooper Frederickson (Mark-Paul Gosselaar), on the other hand, is a spoiled rich kid who never studies and spends his time getting drunk and ogling co-eds. Before long, Cooper's fun-filled lifestyle has corrupted Josh, and both are on the verge of flunking out.","/aZ0RzokVfR7ocmX0E3xy8mYrkOm.jpg"
"Chocolate","1183252","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","An autistic woman with powerful martial art skills looks to settle her ailing mother's debts by seeking out the ruthless gangs that owe her family money.","/iveQsZbLktI0Vg3r4tsOh9UVTLs.jpg"
"Marley","1183919","[{'id': 99, 'name': 'Documentary'}]","Bob Marley's universal appeal, impact on music history and role as a social and political prophet is both unique and unparalleled. Directed by Academy Award-winning director Kevin Macdonald (The Last King of Scotland), MARLEY is the definitive life story of the musician, revolutionary, and legend, from his early days to his rise to international superstardom. Made with the support of the Marley family, the film features rare footage, incredible performances and revelatory interviews with the people that knew him best.","/hIkihuykLU1kEniuL9MMWMT7Pql.jpg"
"Til There Was You","118523","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.","/6wL2SZlH9P7ZEKO9I101fu8vhRb.jpg"
"One Eight Seven","118531","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.","/2PnCFUn9SwGxWpnrZnw33lDVAKS.jpg"
"Corman's World: Exploits of a Hollywood Rebel","1185371","[{'id': 99, 'name': 'Documentary'}]","Chronicles the six-decade career of the U.S. film industry's most diverse, dogged and resourceful low-budget producer-director-entrepeneur, painting the soft-spoken Roger Corman as an indie cinema trailbrazer as well as an extraordinary conduit for new talent.","/cDRMlohEG3KbwSBLSlSzNUEqVCL.jpg"
"3 Ninjas: High Noon at Mega Mountain","118539","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.","/qTavfpV1XWblnrfkASOxBnrdO0M.jpg"
"4 Little Girls","118540","[{'id': 99, 'name': 'Documentary'}]","On September 15, 1963, a bomb destroyed a black church in Birmingham, Alabama, killing four young girls who were there for Sunday school. It was a crime that shocked the nation--and a defining moment in the history of the civil-rights movement. Spike Lee re-examines the full story of the bombing, including a revealing interview with former Alabama Governor George Wallace.","/suGl4GamX8zOXio1PtGhkUutz65.jpg"
"8 Heads in a Duffel Bag","118541","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.","/t9ZzvSgXpbhp6RxpT5nFXwuAwj5.jpg"
"When in Rome","1185416","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","After fishing out coins from a water fountain in Italy, cynical New Yorker Beth Harper finds herself being wooed by several ardent suitors. As she deals with the attention, Beth tries to figure out whether a charming reporter really loves her.","/lsq9k09TGKXMbAqNr5lNj8EInQf.jpg"
"Absolute Power","118548","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.","/oJQdp09Oc51DkArsMDvgDLdWiDu.jpg"
"Addicted to Love","118556","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.","/ed6nD7h9sbojSWY2qrnDcSvDFko.jpg"
"Waltz with Bashir","1185616","[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10752, 'name': 'War'}]","Much awarded animated documentary, in which director and Israeli army veteran Ari Folman interviews friends and former soldiers about their memories of  the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut. The usage on animation enabled Folman to illustrate their personal memories and dreams.","/qPINEHB2j0PUKDqo8MNLcGEjoB7.jpg"
"Affliction","118564","[{'id': 18, 'name': 'Drama'}]","A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in his slowly disintegrating mentally.","/xsdsTbD2yZO8obl5Z8sRnMhjsX1.jpg"
"Afterglow","118566","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","A handyman with marital problems meets a housewife with the same.","/XQ4raXxTzGDXcdYqYOl4e5b2Dn.jpg"
"Air Bud","118570","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.","/ny0lBB66RdnhIkfzsqpLl2suQaY.jpg"
"Air Force One","118571","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.","/zgg8psC8jvNEx5RC4NJ4c9J0KtE.jpg"
"Alien: Resurrection","118583","[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]","Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.","/ve2P64a9kzd7M78kfeaEzBEIEOR.jpg"
"Star Wars: The Clone Wars","1185834","[{'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","Set between Episode II and III the Clone Wars is the first computer animated Star Wars film. Anakin and Obi Wan must find out who kidnapped Jabba the Hutts son and return him safely. The Seperatists will try anything to stop them and ruin any chance of a diplomatic agreement between the Hutt's and the Republic.","/xd6yhmtS6mEURZLwUDT5raEMbf.jpg"
"Adam","1185836","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.","/hLAgUxNSkFErfJpus8EhB4J9rVW.jpg"
"Glitter","118589","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Similar to Mariah's life story. Mariah plays the role of a young singer who is eager to become a big star. She dates a DJ who helps her get into the music business.","/mEaL4oSSdmYH6tqMsAyO8C7BkGg.jpg"
"An American Werewolf in Paris","118604","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.","/jqP76k3sahgh3lMfYDeXSs8FtIC.jpg"
"Amistad","118607","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]","In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.","/lgoCht4up4SBgK9Clz7GDBBYDx2.jpg"
"Anaconda","118615","[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.","/DcGgcAAdZnW5A9AV03JTFFjft5.jpg"
"Anastasia","118617","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.","/dKJ6OOYlHGPARKidvP1kYJjXW29.jpg"
"The Apostle","118632","[{'id': 18, 'name': 'Drama'}]","After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.","/9TENkQeln0bdLnlO1VdoCd5HCSi.jpg"
"Apt Pupil","118636","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Neighborhood boy Todd Bowden discovers that an old man living on his block named Arthur Denker is nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII...","/6AAdkNH1JQtpiWQxeHb1GTCKHVS.jpg"
"Ninja Assassin","1186367","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.","/k0Nu7HuUdnjfeNPR6YSY0PDH2et.jpg"
"Lorna's Silence","1186369","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","In order to become the owner of a snack bar with her boyfriend, Lorna, a young Albanian woman living in Belgium, becomes an accomplice to a diabolical plan devised by mobster Fabio.","/ngik7hdcFuA69aO3wShxCrRur5q.jpg"
"Wonder Woman","1186373","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","On the mystical island of Themyscira, a proud and fierce warrior race of Amazons have raised a daughter of untold beauty, grace and strength: Princess Diana. When an Army fighter pilot, Steve Trevor, crash-lands on the island, the rebellious and headstrong Diana defies Amazonian law by accompanying Trevor back to civilization.","/u6sI0yLJXkmrbSJzVRCmmfa4nhx.jpg"
"The Prophecy II","118643","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Gabriel returns to try to destroy the human race he despises so much, with the help of a suicidal teen and the opposition of the angel Daniel.","/76hvqjjfhOBgp7A99YVH50uID8d.jpg"
"The Assignment","118647","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","Jack Shaw (DONALD SUTHERLAND) has experienced the terror first-hand. He's a top CIA agent who's tracked international killer-for-hire Carlos ""The Jackal"" Sanchez for over twenty years and barely survived Carlos' devastating bombing of a Parisian cafe. Now, he finally gets a break when he discovers Carlos' dead ringer: American naval officer and dedicated family man Annibal Ramirez (AIDAN QUINN).","/suCKdjHJMKjwnrZdrIdRi2gEU6x.jpg"
"Austin Powers: International Man of Mystery","118655","[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.","/1Ly0MRK2Na0aRpy2bD6GBRP3Rzx.jpg"
"The Avengers","118661","[{'id': 53, 'name': 'Thriller'}]","British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.","/7cJGRajXMU2aYdTbElIl6FtzOl2.jpg"
"B.A.P.S.","118663","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","Can two clueless Georgia homegirls with big hearts -- and even bigger hair -- find happiness, fame and thrills in the swank hills of Beverly? Anything is possible when you are B.A.P.'s. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return.","/kdAJ4Q5uE1I8KhiJnoc3HvESynE.jpg"
"Baby Geniuses","118665","[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.","/jQfj2mST2uRbRbYG8qKcdqb6JCM.jpg"
"Bandits","118682","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","Four female cons who have formed a band in prison get a chance to play at a police ball outside the walls. They take the chance to escape. Being on the run from the law they even make it to sell their music and become famous outlaws.","/yWNaWKcF3wPWXloyrp88FSNptxW.jpg"
"Agora","1186830","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.","/hZcl4TuZYTNWztIP8Zpvr6YLxiY.jpg"
"Batman & Robin","118688","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]","Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.","/79AYCcxw3kSKbhGpx1LiqaCAbwo.jpg"
"Bean","118689","[{'id': 35, 'name': 'Comedy'}]","Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").","/pKGGzotqkNDEL2ix4VU1bWmteK5.jpg"
"The Beautician and the Beast","118691","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","The story follows the misadventures of a New York City beautician who is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.","/2XrA1Kq1USLQJCh0uZv3WWfYUBm.jpg"
"In the Mood for Love","118694","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","A melancholy story about the love between a woman and a man who live in the same building and one day find out that their husband and wife had an affair with each other. More and more the two meet during their daily lives as they determine that they both don’t want to be lonely in their marriage.","/unOW3SxFxBdd7LMWjmRONdHWKPb.jpg"
"Bent","118698","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]","Max is a handsome young man who, after a fateful tryst with a German soldier, is forced to run for his life. Eventually Max is placed in a concentration camp where he pretends to be Jewish because in the eyes of the Nazis, gays are the lowest form of human being. But it takes a relationship with an openly gay prisoner to teach Max that without the love of another, life is not worth living.","/a0LP0FS9qDW3RJN8GwYA2G8rBGx.jpg"
"Best Men","118702","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Four tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry his girlfriend. En route to the wedding, one of the men asks to stop by a bank to pick up some cash. As it turns out, he is a wanted bank robber who uses Shakespeare passages during his robberies and thus has become known as ""Hamlet"". Soon all five men are caught up in the bank and involved in the robbery as they end up in a hostage situation. The hostage negotiator shows up who turns out to be Hamlet's father.","/fsr7E30XwGmW7UIOpVuAt2tcHYY.jpg"
"3 Idiots","1187043","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","In the tradition of “Ferris Bueller’s Day Off” comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.","/wbE5SRTZFtQxgj2nIo4HJpQDk0k.jpg"
"Triangle","1187064","[{'id': 27, 'name': 'Horror'}]","The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.","/hjC00Wus7IoCywVTHt68W8QxcyW.jpg"
"Beverly Hills Ninja","118708","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.","/kHPiEtmMVLyFiYrvrCwRU9wVXBU.jpg"
